job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI12303,Computer Vision Engineer,168057,USD,Executive,Contract,South Korea,Medium,South Korea,Remote,"PyTorch, TensorFlow, Spark, Deep Learning",Associate,13,Telecommunications,2025-04-01,2025-06-05,1983,9.6,Autonomous Tech
AI12304,Data Analyst,80734,EUR,Entry-level,Freelance,France,Large,France,Hybrid,"AWS, Scala, Deep Learning, Java",Associate,0,Technology,2024-07-08,2024-09-10,688,7.9,TechCorp Inc
AI12305,AI Product Manager,107383,EUR,Mid-level,Contract,France,Large,France,Onsite,"Git, Scala, Mathematics, Kubernetes",Bachelor,4,Manufacturing,2024-08-02,2024-09-17,684,6.9,Machine Intelligence Group
AI12306,Data Engineer,76502,USD,Entry-level,Part-Time,Sweden,Large,Sweden,Onsite,"TensorFlow, Git, Data Visualization, Hadoop",Associate,1,Consulting,2024-10-03,2024-11-27,651,5.8,Future Systems
AI12307,Autonomous Systems Engineer,96219,USD,Entry-level,Contract,Norway,Large,Norway,Hybrid,"R, SQL, MLOps",Associate,1,Technology,2025-02-27,2025-04-26,2476,7.6,Cognitive Computing
AI12308,Robotics Engineer,83111,USD,Senior-level,Contract,South Korea,Medium,South Korea,Onsite,"TensorFlow, Tableau, Kubernetes, Hadoop, Azure",Bachelor,6,Media,2024-07-08,2024-09-09,1742,9.8,Neural Networks Co
AI12309,Research Scientist,160145,USD,Executive,Full-Time,South Korea,Small,South Korea,Onsite,"SQL, PyTorch, R",Bachelor,11,Technology,2024-06-26,2024-08-27,727,6.5,Cognitive Computing
AI12310,Data Scientist,161947,USD,Executive,Freelance,Finland,Large,Singapore,Remote,"AWS, Data Visualization, Python",Master,11,Real Estate,2024-07-17,2024-09-03,1786,7.5,Cloud AI Solutions
AI12311,AI Research Scientist,69720,USD,Mid-level,Part-Time,Austria,Medium,Netherlands,Remote,"TensorFlow, Python, NLP",Master,4,Media,2024-01-03,2024-03-09,1720,9.5,Future Systems
AI12312,Principal Data Scientist,128104,GBP,Senior-level,Part-Time,United Kingdom,Medium,United Kingdom,Remote,"Java, GCP, Linux",Master,5,Education,2024-07-17,2024-08-27,2278,5.6,Neural Networks Co
AI12313,Machine Learning Researcher,50997,USD,Entry-level,Part-Time,Japan,Medium,Japan,Onsite,"Spark, Git, Deep Learning, MLOps",PhD,0,Telecommunications,2025-01-16,2025-02-20,1157,9.2,Machine Intelligence Group
AI12314,NLP Engineer,206844,USD,Senior-level,Contract,Norway,Large,Norway,Remote,"Tableau, Java, Statistics, AWS",Associate,9,Education,2024-10-17,2024-12-15,1645,9.6,Future Systems
AI12315,Autonomous Systems Engineer,95299,USD,Senior-level,Freelance,Finland,Medium,Singapore,Remote,"AWS, Java, NLP",Bachelor,8,Healthcare,2024-07-12,2024-07-31,1278,7.3,DataVision Ltd
AI12316,Head of AI,101544,EUR,Mid-level,Full-Time,Germany,Medium,Finland,Hybrid,"Linux, Hadoop, Deep Learning",Associate,3,Finance,2025-04-22,2025-06-18,1306,9.2,Smart Analytics
AI12317,Machine Learning Researcher,95520,USD,Mid-level,Full-Time,Sweden,Large,Sweden,Hybrid,"MLOps, Linux, Python",Associate,2,Energy,2024-04-13,2024-05-22,2120,9.3,Algorithmic Solutions
AI12318,Machine Learning Engineer,96344,USD,Executive,Part-Time,Japan,Small,Japan,Hybrid,"SQL, Java, Computer Vision, NLP",Associate,13,Healthcare,2025-04-05,2025-06-10,760,7.6,Cognitive Computing
AI12319,Principal Data Scientist,75877,USD,Entry-level,Full-Time,Switzerland,Medium,Switzerland,Remote,"Python, GCP, NLP, Linux, Docker",Bachelor,1,Government,2024-03-17,2024-04-19,1002,8.6,Neural Networks Co
AI12320,AI Specialist,174491,USD,Senior-level,Contract,Sweden,Large,Sweden,Hybrid,"Kubernetes, MLOps, Linux",Master,6,Real Estate,2024-07-14,2024-08-11,717,8.6,DeepTech Ventures
AI12321,Research Scientist,235503,EUR,Executive,Freelance,France,Large,France,Onsite,"Git, Tableau, Spark",PhD,18,Manufacturing,2025-03-14,2025-04-20,2230,9.0,DataVision Ltd
AI12322,ML Ops Engineer,56702,USD,Entry-level,Full-Time,Austria,Medium,United Kingdom,Onsite,"Scala, Azure, Mathematics, Git",PhD,0,Government,2024-02-16,2024-03-24,639,7.1,Cloud AI Solutions
AI12323,Robotics Engineer,111390,USD,Executive,Full-Time,Israel,Small,Israel,Onsite,"Kubernetes, Python, Computer Vision, Spark, Data Visualization",Bachelor,10,Gaming,2024-07-19,2024-08-27,1358,8.8,TechCorp Inc
AI12324,Computer Vision Engineer,46205,USD,Mid-level,Full-Time,Austria,Small,Netherlands,Remote,"AWS, TensorFlow, Deep Learning",Bachelor,4,Consulting,2024-02-18,2024-03-15,2451,9.3,Cognitive Computing
AI12325,AI Architect,99999,USD,Mid-level,Part-Time,Canada,Large,Canada,Hybrid,"TensorFlow, NLP, Statistics, AWS, Python",Bachelor,4,Consulting,2024-10-27,2025-01-03,1641,8.4,DeepTech Ventures
AI12326,AI Specialist,71581,USD,Senior-level,Full-Time,South Korea,Small,South Korea,Remote,"Spark, MLOps, Kubernetes, Hadoop",Master,9,Energy,2024-03-28,2024-04-16,604,6.7,Future Systems
AI12327,AI Software Engineer,95016,USD,Senior-level,Part-Time,India,Small,India,Hybrid,"Computer Vision, Azure, Python",PhD,6,Transportation,2025-03-26,2025-06-07,851,6.7,Neural Networks Co
AI12328,AI Product Manager,176759,USD,Executive,Contract,Austria,Large,Austria,Remote,"Java, Python, AWS",Bachelor,15,Automotive,2024-04-26,2024-07-04,796,6.3,Cloud AI Solutions
AI12329,Head of AI,49107,EUR,Entry-level,Contract,France,Small,Norway,Remote,"Hadoop, Statistics, Java, Spark, Scala",Associate,0,Transportation,2025-03-18,2025-05-27,2453,6.1,AI Innovations
AI12330,Machine Learning Researcher,150453,USD,Executive,Contract,Singapore,Small,France,Onsite,"PyTorch, Git, MLOps",Bachelor,16,Energy,2025-03-20,2025-04-11,728,7.1,DataVision Ltd
AI12331,ML Ops Engineer,151184,USD,Mid-level,Part-Time,Switzerland,Large,United Kingdom,Remote,"Tableau, Kubernetes, R, PyTorch",Associate,2,Consulting,2024-08-23,2024-10-19,1139,5.1,Machine Intelligence Group
AI12332,Principal Data Scientist,221203,USD,Executive,Contract,Denmark,Medium,Denmark,Onsite,"Scala, Hadoop, MLOps",Bachelor,15,Manufacturing,2024-10-03,2024-11-16,1789,9.4,Cloud AI Solutions
AI12333,ML Ops Engineer,46230,EUR,Entry-level,Contract,Germany,Small,Germany,Onsite,"Python, Deep Learning, MLOps, Azure",Bachelor,1,Media,2024-03-03,2024-04-29,2094,7.9,Autonomous Tech
AI12334,Principal Data Scientist,82002,USD,Entry-level,Contract,Sweden,Large,Sweden,Remote,"MLOps, Python, Tableau, TensorFlow",Bachelor,0,Manufacturing,2024-09-16,2024-10-04,784,6.7,Digital Transformation LLC
AI12335,Autonomous Systems Engineer,149538,USD,Mid-level,Part-Time,Switzerland,Medium,Switzerland,Remote,"Scala, PyTorch, Hadoop, Python",Bachelor,2,Media,2025-01-19,2025-03-19,1953,9.7,DeepTech Ventures
AI12336,Deep Learning Engineer,205706,USD,Senior-level,Full-Time,Denmark,Large,Denmark,Remote,"Statistics, Java, Deep Learning, TensorFlow, Python",Bachelor,6,Media,2024-08-12,2024-09-01,2411,6.9,Algorithmic Solutions
AI12337,Robotics Engineer,66706,USD,Mid-level,Freelance,Japan,Small,Japan,Remote,"Deep Learning, Computer Vision, Data Visualization, Python",PhD,3,Media,2024-06-25,2024-09-04,1839,8.8,Neural Networks Co
AI12338,Robotics Engineer,59788,USD,Mid-level,Part-Time,Finland,Large,Finland,Remote,"Git, Statistics, R, SQL",PhD,3,Healthcare,2024-09-07,2024-11-16,2485,9.8,Quantum Computing Inc
AI12339,Head of AI,55793,EUR,Entry-level,Part-Time,Germany,Small,France,Onsite,"PyTorch, Mathematics, GCP, Git, Statistics",Associate,1,Retail,2024-06-18,2024-07-02,2048,9.9,Digital Transformation LLC
AI12340,Computer Vision Engineer,108749,USD,Mid-level,Freelance,Switzerland,Medium,China,Hybrid,"Hadoop, Kubernetes, R, Git",Bachelor,2,Government,2024-12-31,2025-02-27,2465,10.0,Future Systems
AI12341,NLP Engineer,45067,USD,Entry-level,Freelance,China,Medium,China,Onsite,"R, PyTorch, GCP, SQL, TensorFlow",Master,0,Media,2024-12-10,2025-01-15,1449,5.3,Cloud AI Solutions
AI12342,Research Scientist,63412,USD,Entry-level,Full-Time,Ireland,Large,Ireland,Remote,"Scala, NLP, Tableau",Bachelor,1,Media,2025-01-14,2025-02-04,1990,7.7,Machine Intelligence Group
AI12343,Deep Learning Engineer,107603,USD,Entry-level,Contract,Norway,Large,Norway,Onsite,"Scala, PyTorch, Deep Learning",Associate,0,Real Estate,2024-11-16,2025-01-19,1752,6.3,Neural Networks Co
AI12344,Data Scientist,89811,USD,Senior-level,Part-Time,Austria,Small,United States,Onsite,"Spark, PyTorch, Python",Bachelor,7,Telecommunications,2025-03-11,2025-03-28,2438,9.2,Cloud AI Solutions
AI12345,Principal Data Scientist,83942,USD,Entry-level,Freelance,United States,Large,United States,Hybrid,"Azure, Git, AWS, TensorFlow, Computer Vision",PhD,0,Finance,2024-06-22,2024-08-29,785,5.2,TechCorp Inc
AI12346,Machine Learning Engineer,126480,USD,Mid-level,Full-Time,Switzerland,Small,Ireland,Remote,"SQL, Python, Hadoop",Associate,3,Manufacturing,2024-06-05,2024-07-04,2432,5.3,Future Systems
AI12347,AI Consultant,160128,USD,Executive,Contract,Austria,Small,Austria,Hybrid,"Scala, NLP, MLOps, Linux, Spark",Master,19,Manufacturing,2024-03-14,2024-04-07,807,6.5,Autonomous Tech
AI12348,Principal Data Scientist,95003,USD,Mid-level,Contract,Norway,Medium,Norway,Hybrid,"Statistics, Git, Scala",Bachelor,4,Energy,2024-10-23,2024-11-16,1944,6.6,Cloud AI Solutions
AI12349,AI Software Engineer,200401,USD,Executive,Part-Time,Norway,Medium,Norway,Onsite,"Git, Scala, Kubernetes, Tableau, Mathematics",Master,19,Automotive,2024-01-03,2024-01-28,2222,8.5,Digital Transformation LLC
AI12350,Machine Learning Researcher,102934,USD,Executive,Full-Time,India,Medium,United States,Hybrid,"Docker, NLP, Kubernetes, MLOps",PhD,16,Transportation,2024-04-22,2024-06-20,2249,8.2,Machine Intelligence Group
AI12351,AI Software Engineer,69349,USD,Mid-level,Contract,Japan,Medium,Japan,Remote,"SQL, Tableau, Git, Deep Learning",Associate,2,Finance,2024-09-10,2024-10-03,2293,8.0,Advanced Robotics
AI12353,Robotics Engineer,164905,USD,Executive,Part-Time,Japan,Medium,Japan,Remote,"R, Spark, Data Visualization, Scala, Git",PhD,13,Energy,2024-05-04,2024-05-21,1339,5.3,Cognitive Computing
AI12354,AI Software Engineer,85393,USD,Mid-level,Full-Time,Japan,Large,Japan,Hybrid,"GCP, Tableau, Mathematics, Git, PyTorch",Associate,2,Government,2024-11-02,2024-12-18,634,8.0,Digital Transformation LLC
AI12355,AI Consultant,85157,USD,Mid-level,Part-Time,Austria,Large,Israel,Hybrid,"Python, Linux, Statistics, Tableau",Associate,2,Real Estate,2024-01-02,2024-02-27,2177,5.1,Machine Intelligence Group
AI12356,ML Ops Engineer,103584,EUR,Senior-level,Full-Time,France,Small,India,Onsite,"NLP, Azure, Spark, SQL",Master,5,Consulting,2024-01-05,2024-01-29,1683,8.0,DataVision Ltd
AI12357,Machine Learning Engineer,89375,USD,Senior-level,Freelance,Austria,Medium,Austria,Onsite,"Hadoop, Python, Statistics, Spark, SQL",Master,8,Media,2024-03-01,2024-05-12,991,7.6,Machine Intelligence Group
AI12358,Data Analyst,68868,USD,Mid-level,Freelance,China,Medium,China,Hybrid,"Deep Learning, TensorFlow, Computer Vision",Master,4,Consulting,2024-04-09,2024-05-09,1939,5.3,Autonomous Tech
AI12359,AI Specialist,161082,EUR,Executive,Full-Time,France,Medium,France,Onsite,"Spark, NLP, TensorFlow, SQL, Git",Master,14,Consulting,2025-01-24,2025-03-31,1167,5.1,Cloud AI Solutions
AI12360,Data Engineer,78924,EUR,Entry-level,Contract,France,Large,France,Hybrid,"Spark, SQL, MLOps, Azure",Associate,0,Real Estate,2024-05-04,2024-07-10,1223,9.2,Autonomous Tech
AI12361,Head of AI,106715,USD,Entry-level,Contract,United States,Large,Israel,Remote,"Data Visualization, Scala, GCP, Azure",PhD,1,Government,2024-04-29,2024-05-16,2480,9.5,AI Innovations
AI12362,ML Ops Engineer,73058,USD,Mid-level,Contract,Israel,Large,Australia,Onsite,"Docker, Statistics, Hadoop, Tableau, SQL",Bachelor,2,Healthcare,2025-02-09,2025-04-08,1242,6.0,TechCorp Inc
AI12363,Robotics Engineer,161623,EUR,Senior-level,Full-Time,Netherlands,Large,Netherlands,Hybrid,"AWS, Docker, Computer Vision, Linux",PhD,6,Education,2024-01-25,2024-03-29,854,9.9,TechCorp Inc
AI12364,Research Scientist,76658,EUR,Mid-level,Part-Time,France,Small,France,Onsite,"R, Kubernetes, Data Visualization",PhD,4,Consulting,2025-02-26,2025-05-08,2316,6.1,Machine Intelligence Group
AI12365,AI Consultant,143054,USD,Senior-level,Freelance,Canada,Large,Canada,Hybrid,"Docker, GCP, Tableau",Bachelor,6,Telecommunications,2025-04-09,2025-05-31,941,5.7,Cognitive Computing
AI12366,AI Specialist,48656,USD,Mid-level,Freelance,Austria,Small,Austria,Hybrid,"Tableau, Docker, Data Visualization, SQL, Azure",PhD,2,Automotive,2025-03-13,2025-04-11,708,7.9,TechCorp Inc
AI12367,AI Consultant,77831,USD,Senior-level,Full-Time,Finland,Small,Canada,Remote,"GCP, PyTorch, Computer Vision, Scala, AWS",PhD,8,Government,2024-09-11,2024-10-08,988,7.0,Digital Transformation LLC
AI12368,NLP Engineer,123878,USD,Mid-level,Contract,United States,Large,United States,Hybrid,"Data Visualization, Computer Vision, SQL",Master,3,Healthcare,2024-02-24,2024-04-16,1892,9.0,AI Innovations
AI12369,Data Analyst,68522,USD,Mid-level,Part-Time,South Korea,Medium,South Korea,Onsite,"Scala, TensorFlow, Data Visualization, R",Associate,4,Finance,2024-12-18,2025-01-04,2153,7.1,Quantum Computing Inc
AI12370,Head of AI,161402,USD,Executive,Part-Time,Sweden,Medium,France,Hybrid,"TensorFlow, Deep Learning, Scala",Master,12,Media,2024-09-24,2024-11-10,809,9.2,DeepTech Ventures
AI12371,Machine Learning Engineer,49732,EUR,Entry-level,Part-Time,France,Small,France,Hybrid,"PyTorch, Kubernetes, Python, Docker",PhD,1,Healthcare,2024-10-09,2024-10-26,992,9.9,Autonomous Tech
AI12372,Autonomous Systems Engineer,86598,USD,Senior-level,Full-Time,China,Small,Austria,Hybrid,"Python, R, Azure",Associate,5,Telecommunications,2025-02-07,2025-02-24,1662,6.1,Advanced Robotics
AI12373,AI Research Scientist,176782,USD,Executive,Full-Time,South Korea,Medium,South Korea,Onsite,"Python, Linux, Kubernetes",Bachelor,18,Retail,2024-01-31,2024-03-15,515,7.0,DeepTech Ventures
AI12374,Data Engineer,141645,USD,Executive,Part-Time,Austria,Large,Canada,Hybrid,"Scala, Kubernetes, Deep Learning, Linux",Associate,12,Education,2024-12-09,2025-01-30,1261,5.6,Autonomous Tech
AI12375,Autonomous Systems Engineer,118275,USD,Mid-level,Freelance,Denmark,Medium,Denmark,Remote,"Kubernetes, Azure, GCP, Data Visualization, Tableau",Bachelor,4,Education,2025-01-26,2025-03-03,1838,5.2,DeepTech Ventures
AI12376,AI Specialist,194468,USD,Executive,Part-Time,Sweden,Small,Sweden,Remote,"Spark, Hadoop, Tableau, AWS",Associate,15,Gaming,2025-04-28,2025-05-23,1343,5.9,Cloud AI Solutions
AI12377,Head of AI,145520,USD,Executive,Full-Time,India,Medium,India,Remote,"Linux, Hadoop, NLP",Bachelor,18,Transportation,2024-02-06,2024-03-17,558,5.7,Autonomous Tech
AI12378,Data Engineer,70681,GBP,Entry-level,Freelance,United Kingdom,Small,United Kingdom,Remote,"MLOps, PyTorch, Scala, Git, Statistics",PhD,1,Transportation,2025-04-06,2025-05-28,2119,7.0,TechCorp Inc
AI12379,AI Software Engineer,84567,USD,Mid-level,Freelance,Denmark,Small,Denmark,Hybrid,"PyTorch, Spark, Scala, TensorFlow, Mathematics",Bachelor,3,Finance,2024-02-27,2024-05-06,1547,5.5,Cloud AI Solutions
AI12380,Data Engineer,162326,USD,Senior-level,Freelance,Switzerland,Small,Switzerland,Remote,"TensorFlow, SQL, Scala, Hadoop, Linux",PhD,5,Finance,2024-01-27,2024-03-27,1333,8.7,Neural Networks Co
AI12381,AI Research Scientist,121218,USD,Executive,Freelance,Finland,Large,Finland,Onsite,"SQL, TensorFlow, Java, Linux",Master,10,Energy,2024-01-27,2024-02-14,873,5.9,TechCorp Inc
AI12382,Deep Learning Engineer,128257,USD,Mid-level,Part-Time,Singapore,Large,Singapore,Onsite,"SQL, Docker, NLP, Spark",PhD,2,Real Estate,2024-03-13,2024-05-11,1233,6.8,DataVision Ltd
AI12383,Autonomous Systems Engineer,90196,USD,Senior-level,Full-Time,Ireland,Small,Ireland,Remote,"Scala, Python, Deep Learning, Azure",Master,8,Government,2025-03-01,2025-03-24,1620,6.2,Smart Analytics
AI12384,Research Scientist,244181,USD,Executive,Full-Time,Denmark,Medium,Finland,Onsite,"Hadoop, MLOps, Data Visualization, Docker",Bachelor,11,Finance,2024-08-18,2024-09-19,956,5.9,TechCorp Inc
AI12385,Robotics Engineer,144454,USD,Executive,Part-Time,United States,Small,United States,Remote,"Statistics, Scala, Azure, Kubernetes",Associate,10,Telecommunications,2024-07-07,2024-08-06,2209,9.9,Predictive Systems
AI12386,Machine Learning Researcher,75530,USD,Senior-level,Full-Time,Austria,Small,France,Onsite,"R, MLOps, Docker, Java, SQL",Bachelor,7,Manufacturing,2025-03-28,2025-06-01,1752,9.8,DataVision Ltd
AI12387,Machine Learning Engineer,159777,USD,Mid-level,Freelance,Denmark,Large,Denmark,Remote,"Python, GCP, AWS",Associate,4,Gaming,2024-01-31,2024-02-25,823,5.2,Cloud AI Solutions
AI12388,Data Analyst,174465,EUR,Executive,Full-Time,France,Small,France,Onsite,"Linux, Computer Vision, Mathematics",PhD,16,Media,2024-08-22,2024-10-03,626,5.5,Machine Intelligence Group
AI12389,Deep Learning Engineer,59864,EUR,Entry-level,Part-Time,France,Large,France,Onsite,"R, Kubernetes, Tableau",PhD,1,Real Estate,2025-02-18,2025-05-02,2424,6.9,Predictive Systems
AI12390,Robotics Engineer,83241,EUR,Mid-level,Contract,Germany,Small,Germany,Remote,"Python, AWS, Deep Learning",Bachelor,2,Technology,2024-03-08,2024-03-26,1972,9.2,Cloud AI Solutions
AI12391,AI Specialist,195462,USD,Executive,Freelance,India,Large,Singapore,Remote,"MLOps, Git, Deep Learning, NLP",PhD,17,Energy,2024-10-05,2024-12-14,1205,5.4,Autonomous Tech
AI12392,AI Research Scientist,104254,USD,Senior-level,Full-Time,China,Medium,China,Hybrid,"Computer Vision, Spark, Git, AWS, Java",Associate,7,Government,2024-09-16,2024-10-31,1930,9.6,Digital Transformation LLC
AI12393,Principal Data Scientist,62517,USD,Mid-level,Freelance,South Korea,Large,South Korea,Remote,"Data Visualization, Linux, PyTorch, Docker",Master,3,Media,2024-08-09,2024-10-18,2329,5.1,Cloud AI Solutions
AI12394,Robotics Engineer,117167,USD,Mid-level,Part-Time,Switzerland,Small,Switzerland,Hybrid,"Statistics, Spark, Linux, SQL",PhD,4,Education,2024-10-31,2024-12-31,1044,10.0,Autonomous Tech
AI12395,NLP Engineer,206492,USD,Executive,Freelance,United States,Large,Denmark,Onsite,"Spark, Tableau, R, Kubernetes, Scala",Associate,18,Education,2024-02-23,2024-04-18,1066,7.0,Neural Networks Co
AI12396,ML Ops Engineer,88307,EUR,Mid-level,Contract,France,Small,Finland,Onsite,"Java, Python, Linux, TensorFlow",Bachelor,3,Technology,2024-04-24,2024-06-07,512,8.7,Digital Transformation LLC
AI12397,Data Engineer,73105,USD,Entry-level,Freelance,United States,Large,United States,Onsite,"Hadoop, NLP, Java, Kubernetes",PhD,0,Real Estate,2025-02-24,2025-04-29,1354,6.6,Cognitive Computing
AI12398,Machine Learning Researcher,120450,EUR,Senior-level,Freelance,Germany,Medium,France,Onsite,"GCP, Deep Learning, Scala",Associate,6,Gaming,2024-09-29,2024-11-03,2135,6.5,Algorithmic Solutions
AI12399,Computer Vision Engineer,88279,USD,Entry-level,Part-Time,Norway,Medium,Finland,Onsite,"Kubernetes, Mathematics, Scala",PhD,0,Transportation,2025-04-09,2025-06-04,563,7.4,DeepTech Ventures
AI12400,Head of AI,106204,USD,Senior-level,Full-Time,China,Medium,China,Remote,"SQL, R, GCP, Data Visualization, Tableau",Associate,5,Healthcare,2025-02-27,2025-05-07,2038,7.5,Quantum Computing Inc
AI12401,AI Software Engineer,181109,USD,Executive,Freelance,Australia,Small,Australia,Hybrid,"Kubernetes, Java, Git, NLP, Data Visualization",Associate,14,Automotive,2025-04-22,2025-05-17,2085,9.8,Advanced Robotics
AI12402,Machine Learning Engineer,81208,USD,Senior-level,Contract,South Korea,Medium,South Korea,Onsite,"Tableau, Kubernetes, Linux",Associate,8,Healthcare,2024-08-02,2024-08-16,1639,9.4,DeepTech Ventures
AI12404,Data Engineer,67069,USD,Mid-level,Freelance,South Korea,Large,South Korea,Hybrid,"Hadoop, Deep Learning, Computer Vision, Kubernetes",Associate,4,Gaming,2024-09-04,2024-11-13,1429,9.3,Autonomous Tech
AI12405,Robotics Engineer,157520,USD,Executive,Part-Time,Israel,Medium,Norway,Hybrid,"Python, TensorFlow, Hadoop, Java, PyTorch",Associate,11,Transportation,2024-12-13,2025-01-19,2248,9.3,Future Systems
AI12406,ML Ops Engineer,117641,USD,Senior-level,Contract,Japan,Large,France,Hybrid,"Computer Vision, Azure, Hadoop, Mathematics, SQL",Master,5,Technology,2024-06-15,2024-07-10,765,6.8,Advanced Robotics
AI12407,Data Engineer,94556,USD,Senior-level,Part-Time,India,Small,India,Onsite,"MLOps, Python, Statistics, PyTorch",Bachelor,5,Real Estate,2025-04-06,2025-05-28,2240,9.5,Predictive Systems
AI12408,AI Software Engineer,59891,USD,Mid-level,Contract,Israel,Small,Israel,Onsite,"Computer Vision, SQL, Linux, Deep Learning",Associate,4,Automotive,2024-10-02,2024-10-22,1107,5.3,Algorithmic Solutions
AI12409,AI Research Scientist,89739,USD,Executive,Part-Time,India,Small,India,Onsite,"Linux, AWS, Deep Learning, Computer Vision, Kubernetes",Bachelor,12,Gaming,2024-08-27,2024-09-10,1725,9.6,Digital Transformation LLC
AI12410,AI Research Scientist,114863,EUR,Mid-level,Freelance,Germany,Large,Ireland,Hybrid,"Java, AWS, TensorFlow, Data Visualization, NLP",Bachelor,4,Healthcare,2024-03-06,2024-04-05,1452,8.8,Algorithmic Solutions
AI12411,AI Product Manager,77500,EUR,Entry-level,Part-Time,Germany,Large,Israel,Hybrid,"Linux, Tableau, Kubernetes, Mathematics",PhD,0,Manufacturing,2024-01-27,2024-03-08,1115,6.9,DataVision Ltd
AI12412,AI Product Manager,91575,USD,Executive,Contract,Japan,Small,Japan,Onsite,"Statistics, Data Visualization, Kubernetes, PyTorch",PhD,15,Government,2024-04-16,2024-06-12,1768,6.8,Cloud AI Solutions
AI12413,AI Architect,188532,USD,Senior-level,Contract,Norway,Medium,Japan,Hybrid,"Statistics, TensorFlow, PyTorch, Linux, Spark",Master,5,Retail,2024-06-26,2024-08-19,2337,6.6,Future Systems
AI12414,Robotics Engineer,139720,USD,Executive,Freelance,Israel,Large,Israel,Remote,"Java, R, Python",Bachelor,12,Automotive,2025-03-03,2025-04-12,1111,5.5,Cognitive Computing
AI12415,Head of AI,119537,EUR,Mid-level,Full-Time,France,Large,Singapore,Hybrid,"Kubernetes, R, NLP, GCP, Statistics",Associate,3,Consulting,2024-06-23,2024-07-18,696,8.5,Neural Networks Co
AI12416,Autonomous Systems Engineer,145196,USD,Executive,Part-Time,China,Large,China,Hybrid,"PyTorch, NLP, Docker, TensorFlow",Associate,10,Consulting,2024-03-27,2024-05-01,522,7.4,Smart Analytics
AI12417,AI Software Engineer,78109,USD,Entry-level,Freelance,Singapore,Large,Singapore,Hybrid,"Tableau, Hadoop, Git",Master,0,Telecommunications,2024-02-28,2024-04-16,1411,6.0,DeepTech Ventures
AI12418,AI Research Scientist,235728,USD,Executive,Part-Time,Denmark,Small,Denmark,Remote,"Data Visualization, Computer Vision, Mathematics",Master,16,Retail,2024-09-22,2024-11-24,1717,5.7,TechCorp Inc
AI12419,AI Product Manager,165352,USD,Senior-level,Freelance,Canada,Large,Canada,Hybrid,"Hadoop, Linux, R",Bachelor,9,Real Estate,2025-03-06,2025-03-26,561,8.1,DataVision Ltd
AI12420,Computer Vision Engineer,128647,USD,Mid-level,Part-Time,Switzerland,Small,Switzerland,Remote,"Data Visualization, GCP, Tableau, Git, Computer Vision",Bachelor,4,Transportation,2024-03-26,2024-04-16,2312,6.5,Future Systems
AI12421,Data Scientist,73867,EUR,Entry-level,Part-Time,France,Medium,France,Remote,"Spark, Python, Kubernetes, GCP, Azure",Associate,1,Retail,2025-02-15,2025-04-22,758,5.1,Neural Networks Co
AI12422,AI Architect,80806,GBP,Mid-level,Contract,United Kingdom,Medium,United Kingdom,Hybrid,"SQL, Scala, Data Visualization, Deep Learning",PhD,3,Healthcare,2025-01-02,2025-02-06,1314,7.1,Quantum Computing Inc
AI12423,AI Architect,69893,EUR,Entry-level,Freelance,Netherlands,Medium,India,Onsite,"Python, SQL, Statistics",PhD,0,Healthcare,2024-07-28,2024-09-10,1072,9.2,DataVision Ltd
AI12424,Autonomous Systems Engineer,147120,GBP,Senior-level,Freelance,United Kingdom,Medium,United Kingdom,Remote,"PyTorch, AWS, Statistics, Mathematics, Docker",PhD,7,Education,2024-09-11,2024-10-07,2203,6.4,Predictive Systems
AI12425,AI Product Manager,131279,USD,Mid-level,Contract,Denmark,Large,Israel,Remote,"Python, AWS, TensorFlow",Associate,2,Telecommunications,2024-05-10,2024-06-19,952,9.9,DataVision Ltd
AI12426,Machine Learning Engineer,45932,USD,Entry-level,Full-Time,Finland,Large,Finland,Remote,"Azure, Python, NLP, Mathematics",Associate,1,Media,2024-02-16,2024-04-06,957,5.0,Machine Intelligence Group
AI12427,Autonomous Systems Engineer,96976,USD,Senior-level,Freelance,Ireland,Large,Ireland,Remote,"Kubernetes, SQL, Linux, Computer Vision",PhD,7,Gaming,2024-12-24,2025-01-30,1607,7.9,Advanced Robotics
AI12428,AI Specialist,103396,USD,Senior-level,Full-Time,Israel,Large,Israel,Remote,"Spark, Kubernetes, SQL",Master,7,Government,2024-06-03,2024-07-01,2372,9.0,Quantum Computing Inc
AI12429,Computer Vision Engineer,116854,USD,Senior-level,Contract,Austria,Large,Austria,Hybrid,"Linux, Python, Data Visualization, GCP",PhD,7,Gaming,2025-01-10,2025-01-25,1235,8.6,Neural Networks Co
AI12430,Data Engineer,57502,USD,Entry-level,Full-Time,Japan,Large,Japan,Hybrid,"Linux, Python, Computer Vision",PhD,1,Transportation,2024-08-21,2024-09-17,1387,5.1,AI Innovations
AI12431,Robotics Engineer,56007,USD,Mid-level,Full-Time,China,Medium,China,Remote,"NLP, Spark, Tableau, Data Visualization",PhD,2,Education,2024-05-21,2024-07-05,1800,9.3,Future Systems
AI12432,Data Scientist,103804,USD,Senior-level,Part-Time,Austria,Large,Austria,Onsite,"Python, TensorFlow, Statistics, Mathematics, PyTorch",Bachelor,5,Real Estate,2024-07-02,2024-09-07,2310,9.9,AI Innovations
